age,gender,school_type,parent_education,family_income,study_hours_per_day,attendance_percent,prev_gpa,assignments_completed,extracurricular_activities,internet_access,tutoring_sessions,absences,sleep_hours,final_score,grade,pass_fail,study_efficiency,attendance_risk,parental_support_index,academic_momentum,absence_severity,sleep_quality,total_support
16,Female,Public,High School,Middle,2.04,73.1,3.0,14.0,1,0,6,9.0,6.1,55.3,D,Pass,6.5420560747663545,1,2,2.1929999999999996,2,0,8
18,Male,Private,Graduate,Middle,4.56,57.4,3.98,12.0,4,1,7,10.0,8.8,78.3,B,Pass,2.5751072961373396,1,3,2.28452,2,1,13
18,Female,Public,Graduate,High,1.54,61.9,6.05,15.0,2,1,0,11.0,7.8,56.5,D,Pass,9.146341463414634,1,4,3.7449500000000002,2,1,7
17,Female,Private,Graduate,Middle,1.1,80.4,4.41,11.0,5,1,7,2.0,6.1,74.6,C,Pass,9.166666666666666,0,3,3.54564,0,0,13
16,Female,Private,High School,Low,2.55,56.4,5.76,14.0,4,0,6,3.0,7.1,81.7,B,Pass,5.283018867924529,1,1,3.24864,1,1,7
15,Female,Public,High School,Middle,4.6,43.3,6.56,15.0,1,1,2,16.0,4.2,65.9,C,Pass,3.191489361702128,1,2,2.8404799999999994,3,0,7
16,Female,Public,High School,Low,3.2,70.7,9.13,16.0,2,1,3,8.0,5.4,90.3,A,Pass,4.848484848484848,1,1,6.454910000000001,2,0,7
17,Male,Public,Graduate,Middle,2.8,70.8,5.98,16.0,0,1,3,9.0,6.1,82.8,B,Pass,5.517241379310345,1,3,4.23384,2,0,9
17,Female,Public,Graduate,Middle,3.57,77.2,8.43,16.0,0,1,4,13.0,6.1,100.0,A,Pass,4.359673024523161,0,3,6.507960000000001,3,0,10
16,Male,Public,High School,High,0.88,78.1,9.07,13.0,4,1,0,3.0,8.5,81.8,B,Pass,13.26530612244898,0,3,7.08367,1,1,6
16,Female,Private,High School,Middle,4.24,86.8,9.08,15.0,2,1,6,2.0,4.7,100.0,A,Pass,3.456221198156682,0,2,7.8814400000000004,0,0,11
16,Male,Public,Postgraduate,Middle,4.08,80.6,7.01,17.0,4,1,5,10.0,5.3,100.0,A,Pass,4.0669856459330145,0,4,5.65006,2,0,12
18,Male,Public,Graduate,Middle,2.89,91.1,3.0,13.0,2,1,1,0.0,7.5,59.9,D,Pass,4.3478260869565215,0,3,2.7329999999999997,0,1,7
15,Female,Private,Postgraduate,High,5.01,56.7,7.33,16.0,2,0,5,14.0,7.3,100.0,A,Pass,3.1311154598825834,1,5,4.156110000000001,3,1,10
16,Female,Private,Graduate,Low,1.81,77.5,8.39,12.0,4,1,1,5.0,6.6,90.8,A,Pass,6.282722513089005,0,2,6.50225,1,0,6
16,Female,Public,High School,Low,5.19,89.5,6.35,15.0,2,0,2,2.0,9.5,90.4,A,Pass,2.835538752362949,0,1,5.683249999999999,0,0,3
16,Male,Public,Graduate,Low,3.73,57.1,9.64,13.0,5,0,1,17.0,7.7,88.3,B,Pass,3.3942558746736293,1,2,5.504440000000001,3,1,3
17,Female,Public,Graduate,Low,3.0,50.9,8.05,15.0,1,0,5,13.0,8.5,87.4,B,Pass,4.838709677419355,1,2,4.09745,3,1,7
17,Male,Public,No Education,Middle,3.47,63.7,7.52,18.0,2,1,7,15.0,6.9,100.0,A,Pass,5.042016806722689,1,1,4.79024,3,0,11
18,Male,Public,Graduate,Middle,3.34,64.6,8.46,18.0,5,1,5,1.0,6.3,100.0,A,Pass,5.232558139534884,1,3,5.46516,0,0,11
15,Male,Public,Graduate,Middle,5.33,91.8,7.1,13.0,2,1,3,0.0,6.4,100.0,A,Pass,2.394106813996317,0,3,6.517799999999999,0,0,9
18,Female,Private,High School,Low,1.88,60.9,3.0,16.0,5,1,6,0.0,8.1,61.8,C,Pass,8.080808080808081,1,1,1.827,0,1,10
15,Female,Public,Graduate,Middle,2.36,58.7,5.6,12.0,4,0,3,7.0,7.9,59.7,D,Pass,4.878048780487805,1,3,3.2872,2,1,6
17,Male,Public,Graduate,Middle,5.05,70.5,8.65,18.0,0,1,0,18.0,6.7,95.2,A,Pass,3.4951456310679614,1,3,6.09825,3,0,6
17,Male,Public,Postgraduate,Middle,2.61,89.1,5.05,11.0,3,1,7,3.0,7.6,79.2,B,Pass,4.059040590405904,0,4,4.499549999999999,1,1,14
17,Female,Public,No Education,Middle,4.85,79.2,6.1,17.0,2,1,5,3.0,8.2,100.0,A,Pass,3.4343434343434347,0,1,4.8312,1,1,9
18,Male,Private,High School,Middle,6.05,80.0,4.62,19.0,3,1,7,10.0,6.3,100.0,A,Pass,3.0894308943089435,0,2,3.696,2,0,12
16,Female,Private,Graduate,Low,2.9,71.5,9.71,9.0,2,0,7,13.0,6.6,78.3,B,Pass,3.0,1,2,6.942650000000001,3,0,9
16,Male,Private,High School,Low,4.52,97.4,9.53,18.0,4,0,6,0.0,7.5,100.0,A,Pass,3.896103896103897,0,1,9.28222,0,1,7
17,Female,Public,Graduate,High,1.77,58.6,4.91,16.0,4,1,2,25.0,4.9,49.2,D,Pass,8.55614973262032,1,4,2.87726,3,0,9
16,Male,Public,Graduate,High,4.63,98.1,6.77,15.0,5,1,1,2.0,7.6,100.0,A,Pass,3.1712473572938693,0,4,6.641369999999999,0,1,8
16,Female,Public,High School,Middle,3.8,79.1,5.28,19.0,2,1,0,8.0,5.6,76.7,B,Pass,4.871794871794872,0,2,4.17648,2,0,5
18,Male,Public,Graduate,Low,4.21,74.7,7.61,15.0,4,1,4,10.0,8.1,100.0,A,Pass,3.4802784222737824,1,2,5.684670000000001,2,1,9
15,Female,Public,Graduate,Middle,2.53,97.1,7.42,16.0,4,1,7,3.0,9.6,100.0,A,Pass,6.083650190114069,0,3,7.20482,1,0,13
17,Female,Private,High School,Middle,1.01,51.7,7.96,5.0,2,1,4,11.0,6.2,51.9,D,Pass,4.504504504504504,1,2,4.1153200000000005,2,0,9
17,Male,Public,Postgraduate,Middle,4.25,72.0,7.1,20.0,5,0,6,19.0,5.4,99.8,A,Pass,4.597701149425288,1,4,5.112,3,0,10
18,Male,Public,Graduate,Low,0.5,47.5,10.0,15.0,5,0,1,14.0,6.8,66.6,C,Pass,25.0,1,2,4.75,3,0,3
18,Female,Public,Graduate,Low,3.02,87.9,4.65,13.0,5,1,1,8.0,6.7,60.4,C,Pass,4.166666666666667,0,2,4.087350000000001,2,0,6
16,Male,Public,Graduate,Middle,4.91,100.0,3.42,10.0,5,1,6,0.0,7.8,85.5,B,Pass,1.9960079840319362,0,3,3.42,0,1,12
17,Female,Public,Graduate,Middle,3.79,100.0,5.79,16.0,0,0,1,0.0,7.3,88.9,B,Pass,4.113110539845758,0,3,5.79,0,1,4
15,Male,Private,Postgraduate,Low,6.42,100.0,3.68,14.0,2,0,3,10.0,6.6,84.0,B,Pass,2.147239263803681,0,3,3.68,2,0,6
18,Female,Private,Graduate,Low,5.04,76.6,3.81,18.0,0,0,1,6.0,7.1,83.0,B,Pass,3.5019455252918292,0,2,2.91846,1,1,3
15,Female,Private,Graduate,Middle,2.52,66.6,4.7,15.0,4,0,4,10.0,5.7,76.4,B,Pass,5.7251908396946565,1,3,3.1302,2,0,7
15,Female,Public,Postgraduate,High,3.54,50.1,4.84,12.0,0,0,1,16.0,8.0,51.5,D,Pass,3.2967032967032965,1,5,2.42484,3,1,6
17,Female,Public,High School,High,3.43,99.8,4.78,18.0,5,1,5,13.0,8.9,95.3,A,Pass,5.099150141643059,0,3,4.770440000000001,3,1,11
17,Female,Public,Graduate,Middle,1.13,74.9,7.43,14.0,4,1,6,18.0,5.6,69.5,C,Pass,11.382113821138212,1,3,5.56507,3,0,12
18,Female,Public,High School,Middle,2.09,63.4,5.59,16.0,0,1,2,17.0,5.1,43.1,F,Fail,7.305936073059361,1,2,3.54406,3,0,7
17,Male,Private,High School,Low,2.66,92.4,6.18,14.0,0,1,4,17.0,6.5,84.5,B,Pass,5.0724637681159415,0,1,5.71032,3,0,8
17,Male,Public,High School,Middle,0.5,51.4,8.11,7.0,2,1,2,10.0,5.5,49.4,D,Pass,11.666666666666668,1,2,4.16854,2,0,7
17,Male,Public,Postgraduate,Middle,3.57,81.3,5.12,18.0,0,1,4,9.0,5.5,95.2,A,Pass,4.904632152588556,0,4,4.16256,2,0,11
15,Female,Public,Postgraduate,Middle,3.13,71.3,6.02,13.0,4,1,7,9.0,5.3,89.9,B,Pass,4.024767801857585,1,4,4.29226,2,0,14
18,Female,Public,Graduate,Middle,0.99,77.1,7.16,7.0,5,1,0,0.0,6.8,75.3,B,Pass,6.422018348623853,0,3,5.520359999999999,0,0,6
16,Female,Private,Graduate,Low,4.11,75.9,3.01,19.0,2,1,5,10.0,6.5,80.5,B,Pass,4.513064133016627,0,2,2.28459,2,0,10
15,Female,Public,Graduate,Low,4.57,56.5,3.0,20.0,0,1,4,11.0,7.4,71.2,C,Pass,4.282655246252677,1,2,1.695,2,1,9
17,Male,Public,Postgraduate,Middle,3.84,77.2,7.12,15.0,2,1,7,15.0,6.3,100.0,A,Pass,3.8071065989847717,0,4,5.49664,3,0,14
15,Male,Public,Graduate,Low,3.01,89.3,7.39,20.0,3,1,5,1.0,5.5,100.0,A,Pass,6.430868167202573,0,2,6.599269999999999,0,0,10
17,Female,Public,High School,Low,4.39,77.2,10.0,16.0,2,1,4,5.0,7.0,100.0,A,Pass,3.5634743875278403,0,1,7.72,1,1,8
17,Male,Private,High School,High,4.52,89.7,6.78,15.0,5,1,2,11.0,5.7,100.0,A,Pass,3.246753246753247,0,3,6.08166,2,0,8
15,Male,Private,Graduate,Middle,3.96,60.7,7.98,13.0,3,0,2,11.0,7.6,81.1,B,Pass,3.201970443349754,1,3,4.84386,2,1,5
18,Female,Private,Graduate,Middle,2.26,70.9,6.15,18.0,3,1,6,15.0,5.0,81.5,B,Pass,7.627118644067797,1,3,4.36035,3,0,12
17,Male,Private,High School,High,3.91,66.9,7.04,13.0,2,1,4,12.0,4.4,88.6,B,Pass,3.2418952618453867,1,3,4.70976,2,0,10
18,Female,Public,No Education,High,5.29,91.6,9.5,19.0,4,0,4,5.0,5.1,100.0,A,Pass,3.5250463821892395,0,2,8.702,1,0,6
16,Male,Private,Graduate,Middle,2.61,72.8,3.0,12.0,5,1,3,7.0,6.5,61.9,C,Pass,4.428044280442805,1,3,2.1839999999999997,2,0,9
17,Female,Public,No Education,High,6.65,94.8,7.24,17.0,4,1,5,4.0,6.7,100.0,A,Pass,2.5185185185185186,0,2,6.863519999999999,1,0,10
18,Female,Public,Graduate,Middle,2.71,89.0,10.0,17.0,5,0,5,3.0,7.2,100.0,A,Pass,6.049822064056939,0,3,8.9,1,1,8
18,Female,Private,Postgraduate,Middle,3.55,85.5,7.01,13.0,5,1,5,0.0,6.3,100.0,A,Pass,3.5616438356164384,0,4,5.99355,0,0,12
16,Female,Public,High School,Middle,2.49,76.1,9.47,12.0,4,0,5,7.0,6.0,98.7,A,Pass,4.633204633204633,0,2,7.20667,2,0,7
18,Male,Private,High School,Middle,3.83,61.0,5.37,18.0,1,1,0,18.0,8.7,74.4,C,Pass,4.580152671755725,1,2,3.2757,3,1,5
18,Female,Public,Graduate,Middle,0.89,67.1,6.44,16.0,3,1,0,13.0,8.4,66.7,C,Pass,16.161616161616163,1,3,4.3212399999999995,3,1,6
16,Female,Public,Graduate,Middle,2.68,64.5,6.56,15.0,2,1,7,14.0,8.2,86.0,B,Pass,5.395683453237409,1,3,4.231199999999999,3,1,13
17,Female,Private,Graduate,Low,1.86,64.9,3.0,11.0,4,1,1,11.0,7.4,24.2,F,Fail,5.612244897959183,1,2,1.947,2,1,6
18,Male,Private,Postgraduate,Middle,3.7,70.0,4.4,13.0,4,1,4,0.0,7.5,77.0,B,Pass,3.4210526315789473,1,4,3.08,0,1,11
18,Female,Public,No Education,Low,4.99,64.8,4.53,17.0,2,1,4,4.0,6.0,82.3,B,Pass,3.3398821218074657,1,0,2.93544,1,0,7
18,Male,Public,Graduate,Middle,4.47,48.5,7.98,17.0,3,1,4,14.0,7.2,92.9,A,Pass,3.719912472647703,1,3,3.8703000000000003,3,1,10
15,Female,Public,Graduate,Middle,0.5,56.0,8.07,8.0,2,1,4,8.0,5.9,67.4,C,Pass,13.333333333333334,1,3,4.5192000000000005,2,0,10
16,Male,Public,Postgraduate,Middle,6.56,87.1,7.08,20.0,5,1,5,1.0,5.7,100.0,A,Pass,3.0030030030030033,0,4,6.16668,0,0,12
15,Male,Public,High School,Middle,3.94,56.1,7.98,15.0,1,1,5,10.0,5.1,99.6,A,Pass,3.712871287128713,1,2,4.476780000000001,2,0,10
16,Female,Private,Graduate,High,2.34,71.7,6.2,8.0,5,0,0,6.0,7.5,57.3,D,Pass,3.278688524590164,1,4,4.4454,1,1,4
17,Male,Public,Graduate,Middle,3.74,100.0,8.66,12.0,1,1,2,7.0,7.2,100.0,A,Pass,3.1249999999999996,0,3,8.66,2,1,8
17,Female,Private,High School,Middle,3.76,91.1,6.52,13.0,2,1,3,2.0,6.6,92.7,A,Pass,3.3678756476683938,0,2,5.9397199999999994,0,0,8
18,Female,Public,High School,Middle,2.5,96.7,6.6,13.0,5,1,5,6.0,6.5,86.2,B,Pass,5.0,0,2,6.3822,1,0,10
16,Female,Public,Postgraduate,Low,3.8,81.8,6.02,20.0,3,1,5,6.0,4.8,100.0,A,Pass,5.128205128205129,0,3,4.924359999999999,1,0,11
17,Male,Private,High School,Low,2.59,89.8,7.73,14.0,5,1,6,10.0,7.3,92.1,A,Pass,5.204460966542751,0,1,6.94154,2,1,10
16,Male,Public,High School,Low,2.89,62.3,5.74,11.0,4,0,5,16.0,6.6,50.6,D,Pass,3.6789297658862874,1,1,3.5760199999999998,3,0,6
17,Female,Public,High School,Middle,2.47,62.2,8.26,14.0,1,0,2,8.0,8.1,87.7,B,Pass,5.447470817120622,1,2,5.137720000000001,2,1,4
15,Female,Public,Postgraduate,Middle,1.35,40.0,4.46,11.0,1,1,2,25.5,7.2,23.7,F,Fail,7.586206896551723,1,4,1.784,3,1,9
17,Male,Private,Graduate,High,3.72,93.4,4.52,16.0,3,1,0,0.0,7.8,88.9,B,Pass,4.18848167539267,0,4,4.22168,0,1,7
15,Female,Private,Graduate,Low,4.38,100.0,7.74,17.0,1,1,5,1.0,7.0,100.0,A,Pass,3.7946428571428577,0,2,7.74,0,1,10
17,Female,Public,High School,Low,4.27,69.0,6.34,19.0,1,1,7,11.0,7.2,94.4,A,Pass,4.347826086956522,1,1,4.3746,2,1,11
18,Female,Public,Graduate,High,4.73,74.9,5.68,16.0,3,1,6,10.0,8.1,100.0,A,Pass,3.312629399585921,1,4,4.25432,2,1,13
15,Male,Public,Graduate,Low,3.99,65.2,8.1,20.0,5,1,3,14.0,6.8,100.0,A,Pass,4.88997555012225,1,2,5.2812,3,0,8
17,Male,Private,Graduate,Middle,2.7,78.3,5.41,16.0,2,1,4,3.0,7.6,97.3,A,Pass,5.7142857142857135,0,3,4.23603,1,1,10
18,Male,Private,Postgraduate,Middle,4.76,95.7,6.14,14.0,5,1,5,5.0,6.5,100.0,A,Pass,2.880658436213992,0,4,5.875979999999999,1,0,12
15,Female,Public,No Education,Middle,1.46,42.7,9.02,19.0,4,0,0,20.0,6.8,58.6,D,Pass,12.179487179487179,1,1,3.85154,3,0,1
18,Female,Public,Graduate,Low,2.15,77.1,9.27,14.0,4,1,0,7.0,8.9,100.0,A,Pass,6.222222222222222,0,2,7.147169999999999,2,1,5
16,Female,Public,No Education,Low,2.05,66.5,9.33,10.0,1,1,7,9.0,7.8,98.2,A,Pass,4.651162790697675,1,0,6.2044500000000005,2,1,10
16,Male,Private,Graduate,Low,5.12,81.6,5.99,20.0,4,1,3,1.0,6.4,100.0,A,Pass,3.831417624521073,0,2,4.88784,0,0,8
15,Female,Private,High School,Middle,4.91,86.1,8.72,20.0,2,1,6,7.0,7.5,100.0,A,Pass,3.9920159680638725,0,2,7.50792,2,1,11
17,Female,Public,High School,Middle,4.23,74.4,4.79,15.0,1,1,1,4.0,5.5,68.9,C,Pass,3.464203233256351,1,2,3.5637600000000003,1,0,6
15,Female,Public,High School,Low,5.11,78.3,4.87,15.0,4,1,0,8.0,6.7,72.5,C,Pass,2.8790786948176583,0,1,3.8132099999999998,2,0,4
18,Female,Public,Graduate,Middle,2.18,67.8,3.0,12.0,0,1,2,9.0,5.9,48.4,D,Pass,5.263157894736842,1,3,2.034,2,0,8
17,Male,Private,High School,High,4.02,91.1,9.51,17.0,0,1,2,0.0,7.5,100.0,A,Pass,4.12621359223301,0,3,8.663609999999998,0,1,8
16,Male,Public,Graduate,Low,3.31,80.7,4.94,18.0,0,1,4,1.0,6.8,98.6,A,Pass,5.278592375366569,0,2,3.986580000000001,0,0,9
17,Female,Private,High School,Middle,4.77,82.1,6.27,18.0,0,0,0,7.0,7.3,100.0,A,Pass,3.6960985626283374,0,2,5.14767,2,1,2
16,Male,Public,No Education,Middle,3.33,55.4,4.86,15.0,5,1,6,11.0,7.9,67.9,C,Pass,4.373177842565598,1,1,2.6924400000000004,2,1,10
17,Male,Public,Graduate,Low,2.92,67.6,7.75,18.0,0,1,4,7.0,6.4,99.3,A,Pass,5.960264900662252,1,2,5.239,2,0,9
17,Female,Public,High School,Middle,4.31,90.9,5.82,15.0,1,1,0,0.0,6.5,98.6,A,Pass,3.4013605442176877,0,2,5.29038,0,0,5
17,Female,Public,High School,Middle,4.81,79.5,4.15,19.0,3,1,3,2.0,7.0,90.1,A,Pass,3.8696537678207745,0,2,3.2992500000000002,0,1,8
18,Male,Public,Graduate,High,2.5,81.9,7.29,12.0,5,1,5,14.0,6.0,82.4,B,Pass,4.615384615384615,0,4,5.970510000000001,3,0,12
18,Female,Private,High School,High,3.41,99.7,3.92,16.0,3,1,6,0.0,7.0,93.2,A,Pass,4.5584045584045585,0,3,3.90824,0,1,12
15,Male,Public,No Education,Middle,1.91,85.8,4.99,12.0,1,0,0,12.0,7.0,40.0,F,Fail,5.970149253731344,0,1,4.28142,2,1,1
15,Female,Public,High School,Middle,0.5,67.4,3.0,11.0,1,1,6,8.0,7.3,46.0,D,Pass,18.333333333333336,1,2,2.0220000000000002,2,1,11
16,Male,Public,Postgraduate,Middle,3.8,68.2,3.94,14.0,2,0,1,6.0,7.5,62.7,C,Pass,3.58974358974359,1,4,2.6870800000000004,1,1,5
18,Female,Private,Graduate,Middle,4.41,42.7,6.82,20.0,5,0,6,19.0,5.1,89.3,B,Pass,4.434589800443459,1,3,2.9121400000000004,3,0,9
16,Male,Private,Graduate,Middle,3.89,73.7,3.0,13.0,3,1,6,8.0,5.5,71.3,C,Pass,3.2581453634085213,1,3,2.2110000000000003,2,0,12
15,Male,Public,Graduate,Low,0.58,61.3,3.83,9.0,0,1,2,11.0,5.6,28.5,F,Fail,13.23529411764706,1,2,2.34779,2,0,7
16,Male,Private,High School,Middle,2.97,79.3,6.5,20.0,1,1,3,7.0,7.1,100.0,A,Pass,6.514657980456025,0,2,5.1545,2,1,8
15,Female,Public,High School,Middle,0.5,63.7,5.52,14.0,0,0,5,11.0,6.7,47.0,D,Pass,23.333333333333336,1,2,3.51624,2,0,7
18,Male,Public,Graduate,Middle,5.55,76.4,10.0,10.0,3,1,5,6.0,4.3,100.0,A,Pass,1.7699115044247788,0,3,7.64,1,0,11
17,Male,Private,High School,High,1.87,43.4,9.8,11.0,5,0,2,22.0,9.3,68.2,C,Pass,5.583756345177664,1,3,4.2532,3,0,5
18,Female,Private,High School,Low,5.38,66.5,4.94,11.0,4,1,6,3.0,4.6,72.3,C,Pass,2.007299270072993,1,1,3.2851000000000004,1,0,10
16,Female,Private,High School,Middle,4.92,86.4,7.5,13.0,4,1,5,0.0,7.0,100.0,A,Pass,2.5896414342629486,0,2,6.48,0,1,10
16,Male,Public,High School,Low,2.15,95.9,7.85,4.5,1,0,4,0.0,7.7,84.7,B,Pass,2.0,0,1,7.52815,0,1,5
18,Male,Public,Postgraduate,Middle,1.8,68.4,5.42,12.0,2,1,3,4.0,6.1,79.3,B,Pass,6.31578947368421,1,4,3.70728,1,0,10
18,Female,Private,No Education,Middle,4.03,81.5,3.81,12.0,0,0,1,6.0,7.8,67.7,C,Pass,2.9055690072639226,0,1,3.10515,1,1,2
15,Female,Public,Graduate,Middle,2.23,85.5,6.48,13.0,1,1,2,7.0,5.8,80.2,B,Pass,5.579399141630901,0,3,5.540400000000001,2,0,8
16,Female,Public,High School,Middle,3.65,63.3,6.19,10.0,2,1,0,1.0,7.2,79.0,B,Pass,2.6666666666666665,1,2,3.91827,0,1,5
16,Female,Public,Postgraduate,Middle,2.78,78.3,5.72,14.0,0,1,0,4.0,4.4,74.0,C,Pass,4.861111111111112,0,4,4.478759999999999,1,0,7
18,Female,Public,High School,Middle,0.83,55.9,7.3,10.0,3,1,0,12.0,8.4,48.5,D,Pass,10.752688172043012,1,2,4.0807,2,1,5
17,Male,Public,High School,Middle,0.5,79.0,5.15,15.0,4,1,7,5.0,7.0,81.5,B,Pass,25.0,0,2,4.0685,1,1,12
16,Female,Private,Graduate,Middle,3.84,78.3,4.43,19.0,2,0,3,0.0,5.1,88.6,B,Pass,4.822335025380711,0,3,3.4686899999999996,0,0,6
17,Male,Public,Graduate,High,2.66,76.9,6.7,16.0,0,0,1,5.0,7.8,87.6,B,Pass,5.797101449275361,0,4,5.1523,1,1,5
18,Male,Public,High School,Low,2.67,60.8,7.19,13.0,1,1,5,7.0,9.0,77.4,B,Pass,4.693140794223827,1,1,4.37152,2,1,9
18,Male,Public,High School,Low,4.54,88.7,4.38,20.0,0,1,1,2.0,5.9,93.8,A,Pass,4.310344827586207,0,1,3.88506,0,0,5
15,Female,Private,High School,Middle,5.26,100.0,8.17,12.0,1,0,1,0.0,6.7,100.0,A,Pass,2.238805970149254,0,2,8.17,0,0,3
16,Male,Public,High School,High,3.09,58.7,3.31,10.0,4,1,2,11.0,6.4,46.7,D,Pass,3.134796238244514,1,3,1.9429700000000003,2,0,8
17,Male,Public,High School,Middle,2.99,68.4,5.46,14.0,4,1,3,6.0,6.1,66.9,C,Pass,4.530744336569579,1,2,3.7346400000000006,1,0,8
15,Female,Private,Graduate,Low,4.25,80.7,6.04,20.0,0,1,0,4.0,5.9,100.0,A,Pass,4.597701149425288,0,2,4.87428,1,0,5
16,Male,Private,High School,Middle,1.46,80.7,5.35,11.0,0,1,2,7.0,6.2,54.3,D,Pass,7.051282051282051,0,2,4.31745,2,0,7
15,Male,Private,High School,Middle,3.83,67.6,5.48,14.0,1,1,5,9.0,6.3,79.8,B,Pass,3.5623409669211195,1,2,3.7044799999999998,2,0,10
18,Female,Private,Graduate,Low,4.33,42.5,9.87,11.0,1,1,1,21.0,6.6,69.0,C,Pass,2.483069977426637,1,2,4.19475,3,0,6
16,Male,Public,Postgraduate,Middle,4.52,98.4,4.97,19.0,2,0,6,0.0,6.5,100.0,A,Pass,4.112554112554113,0,4,4.89048,0,0,10
15,Male,Private,Graduate,High,0.59,77.7,10.0,14.0,2,1,0,10.0,7.9,86.1,B,Pass,20.28985507246377,0,4,7.77,2,1,7
15,Male,Public,No Education,Middle,2.36,45.4,7.29,15.0,2,0,7,22.0,7.8,58.3,D,Pass,6.097560975609756,1,1,3.30966,3,1,8
17,Female,Private,No Education,Middle,2.18,61.9,6.67,11.0,0,0,3,13.0,5.2,54.5,D,Pass,4.824561403508771,1,1,4.12873,3,0,4
15,Female,Private,Postgraduate,Middle,3.65,99.0,7.36,13.0,5,1,4,0.0,6.3,100.0,A,Pass,3.466666666666667,0,4,7.2863999999999995,0,0,11
16,Female,Private,High School,Low,4.22,98.9,10.0,11.0,5,1,7,2.0,8.5,100.0,A,Pass,2.5462962962962967,0,1,9.89,0,1,11
16,Male,Private,No Education,High,5.75,95.8,4.71,17.0,5,1,1,3.0,7.4,85.7,B,Pass,2.9059829059829063,0,2,4.51218,1,1,6
17,Male,Public,Graduate,Middle,2.76,70.1,4.48,10.0,5,1,1,14.0,7.4,53.1,D,Pass,3.4965034965034967,1,3,3.14048,3,1,7
16,Female,Public,Graduate,Middle,2.75,74.0,5.14,10.0,2,1,1,12.0,7.3,58.8,D,Pass,3.508771929824561,1,3,3.8035999999999994,2,1,7
18,Male,Private,Graduate,Middle,5.22,78.2,6.56,15.0,0,0,1,11.0,6.7,86.1,B,Pass,2.8195488721804516,0,3,5.129919999999999,2,0,4
16,Male,Private,High School,Middle,3.94,93.3,3.39,14.0,5,1,0,2.0,7.0,67.1,C,Pass,3.4653465346534653,0,2,3.16287,0,1,5
16,Female,Public,No Education,Middle,5.4,67.6,6.54,15.0,4,1,3,11.0,6.5,88.8,B,Pass,2.727272727272727,1,1,4.42104,2,0,7
15,Female,Public,Postgraduate,Low,3.93,64.2,9.55,16.0,3,0,7,12.0,8.0,100.0,A,Pass,3.9702233250620345,1,3,6.131100000000001,2,1,10
15,Male,Public,High School,High,1.76,84.9,6.77,13.0,4,1,2,0.0,6.5,90.5,A,Pass,6.989247311827957,0,3,5.747730000000001,0,0,8
16,Male,Private,Graduate,High,1.5,68.3,5.97,11.0,0,1,0,15.0,6.9,51.0,D,Pass,6.875,1,4,4.07751,3,0,7
17,Male,Private,Graduate,Middle,1.17,88.7,5.39,12.0,0,1,3,0.0,7.9,63.2,C,Pass,9.448818897637794,0,3,4.78093,0,1,9
15,Female,Public,Graduate,High,4.49,67.9,8.12,13.0,3,1,7,13.0,6.6,100.0,A,Pass,2.8322440087145972,1,4,5.5134799999999995,3,0,14
17,Female,Public,High School,Low,5.28,79.5,5.01,17.0,1,0,2,7.0,6.9,77.3,B,Pass,3.159851301115242,0,1,3.9829499999999998,2,0,3
16,Female,Private,High School,Middle,6.27,69.5,9.82,18.0,1,1,1,8.0,6.6,100.0,A,Pass,2.8257456828885403,1,2,6.8249,2,0,6
16,Female,Private,Graduate,Middle,4.76,78.9,9.98,12.0,1,0,3,8.0,6.9,100.0,A,Pass,2.469135802469136,0,3,7.874220000000001,2,0,6
18,Male,Public,Postgraduate,Middle,5.24,58.1,6.96,20.0,2,1,1,15.0,6.6,100.0,A,Pass,3.7453183520599254,1,4,4.043760000000001,3,0,8
15,Female,Public,Postgraduate,Middle,2.63,65.1,6.48,11.0,1,1,6,4.0,6.4,91.7,A,Pass,4.029304029304029,1,4,4.2184800000000005,1,0,13
16,Female,Public,High School,Middle,1.77,48.3,8.36,13.0,2,1,3,23.0,6.2,60.8,C,Pass,6.95187165775401,1,2,4.0378799999999995,3,0,8
18,Female,Public,High School,Low,4.78,89.2,8.47,20.0,2,1,5,4.0,6.8,100.0,A,Pass,4.098360655737705,0,1,7.555240000000001,1,0,9
15,Female,Public,Postgraduate,Middle,4.13,87.6,5.05,18.0,1,0,4,15.0,8.2,83.3,B,Pass,4.255319148936171,0,4,4.423799999999999,3,1,8
16,Female,Private,Graduate,Low,3.66,49.5,5.55,15.0,1,1,1,19.0,7.7,43.8,F,Fail,3.9893617021276593,1,2,2.7472499999999997,3,1,6
16,Male,Private,Postgraduate,Middle,4.08,96.8,4.12,14.0,3,1,1,1.0,5.1,88.5,B,Pass,3.349282296650718,0,4,3.9881599999999997,0,0,8
15,Male,Public,High School,Low,3.98,100.0,7.24,18.0,5,1,1,0.0,6.5,100.0,A,Pass,4.411764705882353,0,1,7.24,0,0,5
15,Female,Private,Graduate,Low,5.43,81.5,7.7,19.0,3,1,5,5.0,6.2,100.0,A,Pass,3.435804701627487,0,2,6.275500000000001,1,0,10
15,Male,Public,Graduate,Middle,5.44,71.2,4.07,15.0,2,1,0,9.0,5.1,74.0,C,Pass,2.707581227436823,1,3,2.8978400000000004,2,0,6
16,Female,Public,Graduate,Middle,4.32,100.0,5.68,13.0,3,0,2,7.0,7.3,82.3,B,Pass,2.9411764705882355,0,3,5.68,2,1,5
